,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-29.0,29.0,64669.568,0.7325856885266343,168.0,126.0,3968.0,47376.0,14563.583999999999,2729.984,"[['C', 127], ['Y', 224], ['X', 224], ['K', 64], ['R', 3], ['C', 1], ['S', 3], ['K', 49], ['S', 3], ['Y', 1], ['C', 1], ['K', 3], ['R', 3], ['X', 1]]"
