,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-1050321.0,1050321.0,80694.52799999999,0.22365828820511846,64.0,222.0,76848.0,18048.0,9775.104,52871.424,"[['K', 23], ['K', 21], ['X', 116], ['Y', 7], ['R', 3], ['S', 3], ['C', 3], ['X', 30], ['C', 1], ['Y', 3], ['K', 4], ['X', 1], ['S', 3], ['R', 3]]"
