,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-5281.0,5281.0,98191.68,0.48248487040857235,168.0,432.0,1284.0,47376.0,49932.28799999999,883.3919999999999,"[['Y', 36], ['K', 2], ['Y', 1], ['S', 3], ['C', 3], ['X', 223], ['R', 3], ['K', 2], ['C', 2], ['R', 3], ['X', 20], ['K', 1], ['S', 3], ['Y', 1]]"
