,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-299881.0,299881.0,164800.92799999999,0.4380557857052844,256.0,270.0,65486.0,72192.0,47554.56,45054.367999999995,"[['Y', 170], ['Y', 1], ['R', 3], ['X', 5], ['S', 3], ['C', 3], ['K', 37], ['K', 2], ['S', 3], ['C', 1], ['K', 7], ['Y', 1], ['R', 3], ['X', 1]]"
