,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-3479.0,3479.0,45891.744,0.78654670434839,128.0,108.0,414.0,36096.0,9510.911999999998,284.832,"[['Y', 67], ['R', 3], ['S', 3], ['X', 223], ['C', 3], ['K', 3], ['Y', 11], ['Y', 6], ['Y', 2], ['C', 1], ['S', 3], ['K', 2], ['R', 3], ['X', 1]]"
