,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-393.0,393.0,327978.496,0.8804479669301246,1024.0,54.0,1696.0,288768.0,38043.647999999994,1166.848,"[['Y', 423], ['S', 3], ['R', 3], ['Y', 1], ['X', 223], ['C', 3], ['K', 64], ['K', 64], ['R', 3], ['K', 1], ['X', 1], ['S', 3], ['C', 1], ['Y', 1]]"
