,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-156801.0,156801.0,289759.77599999995,0.4982886237460372,512.0,306.0,54630.0,144384.0,107790.336,37585.439999999995,"[['Y', 11], ['C', 3], ['Y', 1], ['K', 41], ['S', 3], ['R', 3], ['X', 9], ['X', 9], ['X', 1], ['R', 3], ['Y', 1], ['S', 3], ['K', 8], ['C', 1]]"
