,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-581.0,581.0,54238.112,0.8734817318124938,168.0,54.0,902.0,47376.0,6241.535999999999,620.5759999999999,"[['Y', 40], ['R', 3], ['X', 223], ['S', 3], ['Y', 223], ['C', 3], ['K', 16], ['C', 3], ['S', 3], ['Y', 1], ['R', 3], ['C', 1], ['X', 1], ['K', 1]]"
