,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-767233.0,767233.0,55941.6,0.8468831781715217,168.0,54.0,3378.0,47376.0,6241.535999999999,2324.064,"[['Y', 115], ['C', 1], ['Y', 1], ['S', 3], ['R', 3], ['K', 1], ['X', 1]]"
