,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-255153.0,255153.0,73228.288,0.6469630971025842,168.0,222.0,280.0,47376.0,25659.647999999997,192.64,"[['Y', 15], ['R', 3], ['Y', 224], ['S', 3], ['C', 2], ['X', 4], ['K', 14], ['C', 3], ['X', 3], ['K', 4], ['Y', 1], ['S', 3], ['C', 1], ['R', 3]]"
