,reward,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,-3017.0,3017.0,54996.288,0.8614399575476803,168.0,54.0,2004.0,47376.0,6241.535999999999,1378.752,"[['K', 117], ['X', 12], ['S', 3], ['R', 3], ['Y', 223], ['C', 3], ['K', 3], ['X', 6], ['R', 3], ['C', 1], ['Y', 1], ['S', 3], ['K', 1], ['X', 1]]"
