,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,29.0,56171.392,0.8434186569561958,168.0,54.0,3712.0,47376.0,6241.535999999999,2553.8559999999998,"[['K', 124], ['S', 3], ['X', 223], ['K', 11], ['R', 3], ['Y', 224], ['C', 3], ['K', 11], ['C', 1], ['X', 1], ['Y', 1], ['S', 3], ['R', 3], ['K', 1]]"
