,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,479881.0,114930.72,0.41221354917118763,168.0,378.0,34686.0,47376.0,43690.75199999999,23863.967999999997,"[['Y', 138], ['R', 3], ['X', 5], ['Y', 1], ['C', 3], ['S', 3], ['K', 45], ['C', 3], ['Y', 1], ['K', 10], ['S', 3], ['R', 3], ['C', 1], ['X', 1]]"
