,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,474745.0,151345.184,0.3130327556376026,168.0,282.0,103742.0,47376.0,32594.688,71374.496,"[['Y', 9], ['S', 3], ['K', 13], ['X', 41], ['C', 3], ['Y', 1], ['R', 3], ['C', 3], ['K', 1], ['C', 1], ['S', 3], ['R', 3], ['X', 20], ['Y', 1]]"
