,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,311793.0,154893.88799999998,0.3058610033728381,168.0,342.0,98820.0,47376.0,39529.727999999996,67988.15999999999,"[['Y', 106], ['C', 3], ['Y', 1], ['R', 3], ['X', 18], ['K', 38], ['S', 3], ['K', 3], ['X', 1], ['K', 9], ['R', 3], ['S', 3], ['C', 1], ['Y', 1]]"
