,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,447775.0,128280.67199999999,0.369315184129999,168.0,378.0,54090.0,47376.0,43690.75199999999,37213.92,"[['Y', 164], ['X', 222], ['C', 3], ['R', 3], ['K', 11], ['Y', 1], ['S', 3], ['X', 28], ['S', 3], ['R', 3], ['X', 1], ['Y', 1], ['K', 10], ['C', 1]]"
