,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,56.0,66573.95199999999,0.7116296776252671,168.0,144.0,3712.0,47376.0,16644.095999999998,2553.8559999999998,"[['K', 4], ['R', 3], ['K', 6], ['X', 224], ['Y', 223], ['S', 3], ['C', 3], ['K', 3], ['X', 1], ['K', 2], ['C', 2], ['R', 3], ['Y', 1], ['S', 3]]"
