,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,110.0,104023.168,0.45543700418737487,168.0,468.0,3712.0,47376.0,54093.312,2553.8559999999998,"[['K', 163], ['X', 223], ['K', 15], ['R', 3], ['C', 3], ['S', 3], ['Y', 224], ['K', 15], ['R', 3], ['C', 1], ['Y', 22], ['S', 3], ['X', 1], ['K', 2]]"
