,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,39.0,55366.432,0.8556809295567394,168.0,54.0,2542.0,47376.0,6241.535999999999,1748.896,"[['C', 117], ['S', 3], ['C', 2], ['K', 41], ['Y', 224], ['R', 3], ['X', 224], ['K', 41], ['K', 1], ['S', 3], ['X', 1], ['C', 1], ['R', 3], ['Y', 1]]"
