,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,2508.0,62556.032,0.757337038257158,168.0,126.0,896.0,47376.0,14563.583999999999,616.448,"[['Y', 25], ['S', 3], ['K', 64], ['R', 3], ['X', 224], ['Y', 1], ['C', 3], ['K', 16], ['S', 3], ['R', 3], ['X', 1], ['K', 1], ['C', 3], ['Y', 1]]"
