,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,463721.0,117721.24799999999,0.40244221671859953,168.0,306.0,50838.0,47376.0,35368.704,34976.543999999994,"[['Y', 117], ['Y', 1], ['S', 3], ['R', 3], ['C', 3], ['X', 10], ['K', 33], ['C', 3], ['R', 3], ['S', 3], ['K', 8], ['Y', 1], ['C', 1], ['X', 1]]"
