,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,20.0,78278.208,0.6052259142161251,168.0,246.0,3588.0,47376.0,28433.663999999997,2468.544,"[['K', 16], ['S', 3], ['R', 3], ['C', 3], ['K', 1], ['Y', 223], ['X', 223], ['C', 2], ['C', 1], ['R', 3], ['K', 1], ['S', 3], ['X', 17], ['Y', 1]]"
