,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,471889.0,135298.272,0.35015968274894155,168.0,306.0,76386.0,47376.0,35368.704,52553.568,"[['X', 144], ['C', 1], ['K', 25], ['X', 1], ['S', 3], ['R', 3], ['Y', 24], ['Y', 3], ['Y', 1], ['R', 3], ['S', 3], ['K', 8], ['C', 1], ['X', 1]]"
